claim_id,claim_type,status,confidence,title,claim_text,primary_basis,linked_mechanics,linked_contradictions,linked_unknowns,source_document,page_or_sheet,section_heading,category,evidence_type,planner_implication,needs_live_verification
CL-0105,source_extracted_rule,Extracted,Medium,Overlap material for Industrial + Terraforming,Appendix D lists overlap details for Industrial + Terraforming: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Polymers / Semiconductors / Superconductors / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [Liquor / Food Cartridges / Basic Medicines] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Structural Regulators]; cannibalized [Survival Equipment],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Industrial + Terraforming overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0106,source_extracted_rule,Extracted,Medium,Overlap material for Industrial + Tourism,Appendix D lists overlap details for Industrial + Tourism: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [Liquor / Food Cartridges / Power Generators / Water Purifiers / Basic Medicines] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Structural Regulators]; cannibalized [Survival Equipment / Building Fabricators / Thermal Cooling Units],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Industrial + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0107,source_extracted_rule,Extracted,Medium,Overlap material for Military + Refinery,Appendix D lists overlap details for Military + Refinery: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Basic Medicines / Combat Stabilisers / H.E. Suits]; cannibalized [Polymers / Steel / Titanium / Battle Weapons / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [Insulating Membrane] Surface / Only: supply boosted [none]; demand boosted [Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [Surface Stabilisers / CMM Composite],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Military + Refinery overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0108,source_extracted_rule,Extracted,Medium,Overlap material for Mililtary + Service,Appendix D lists overlap details for Mililtary + Service: Both / surface and orbital: supply boosted [Biowaste / Battle Weapons]; demand boosted [none]; cannibalized [Beer / Liquor / Wine] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [none]; cannibalized [none],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Mililtary + Service overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0109,source_extracted_rule,Extracted,Medium,Overlap material for Military + Terraforming,Appendix D lists overlap details for Military + Terraforming: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Polymers / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers]; cannibalized [Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [none],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Military + Terraforming overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0110,source_extracted_rule,Extracted,Medium,Overlap material for Military + Tourism,Appendix D lists overlap details for Military + Tourism: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers]; cannibalized [Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Building Fabricators / Thermal Cooling Units / Structural Regulators]; cannibalized [none],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Military + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0111,source_extracted_rule,Extracted,Medium,Overlap material for Refinery + Service,Appendix D lists overlap details for Refinery + Service: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [none]; cannibalized [Beer / Liquor / Wine / Battle Weapons] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [none]; cannibalized [none],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Refinery + Service overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0112,source_extracted_rule,Extracted,Medium,Overlap material for Refinery + Terraforming,Appendix D lists overlap details for Refinery + Terraforming: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [Polymers / Semiconductors / Superconductors] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [Surface Stabilisers],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Refinery + Terraforming overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0113,source_extracted_rule,Extracted,Medium,Overlap material for Refinery + Tourism,Appendix D lists overlap details for Refinery + Tourism: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [none] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [Surface Stabilisers],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Refinery + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0114,source_extracted_rule,Extracted,Medium,Overlap material for Service + Terraform / Service + Tourism,Appendix D lists overlap details for Service + Terraform / Service + Tourism: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [none]; cannibalized [Beer / Liquor / Wine] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [none]; cannibalized [none],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the Service + Terraform / Service + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0115,source_extracted_rule,Extracted,Medium,Overlap material for / Terraform + Tourism,Appendix D lists overlap details for / Terraform + Tourism: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Non-Lethal Weapons / Reactive Armour]; cannibalized [none] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [none],SRC-MG23,M-0010,,U-0001; U-0002,Elite Dangerous Colonization Mega Guide v2.3.0,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,community_guide_appendix_table,Use the / Terraform + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0116,source_extracted_rule,Extracted,High,Primary port is permanent after completion,"Once built, the primary port can never be changed; it can only be cancelled or abandoned before completion.",SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,25,"How To Architect A System? Construction Points, And A Tool You Will Love",construction_constraint,community_guide_text,Lock primary-port choice before committing large deliveries.,no
CL-0117,source_extracted_rule,Extracted,High,Tier 1 facilities generate yellow CP,Tier 1 facilities cost no construction points and generate Tier 2 yellow construction points.,SRC-MG23,M-0004,,,Elite Dangerous Colonization Mega Guide v2.3.0,25,"How To Architect A System? Construction Points, And A Tool You Will Love",construction_point_rule,community_guide_text,Use Tier 1 facilities to open Tier 2 construction.,no
CL-0118,source_extracted_rule,Extracted,High,Tier 2 facilities generate green CP,Tier 2 facilities cost yellow construction points and generate green construction points.,SRC-MG23,M-0004,,,Elite Dangerous Colonization Mega Guide v2.3.0,25,"How To Architect A System? Construction Points, And A Tool You Will Love",construction_point_rule,community_guide_text,Use Tier 2 facilities to unlock Tier 3 construction.,no
CL-0119,source_extracted_rule,Extracted,High,Tier 3 facilities are terminal for CP generation,Tier 3 facilities cost green construction points and generate no further construction points.,SRC-MG23,M-0004,,,Elite Dangerous Colonization Mega Guide v2.3.0,25,"How To Architect A System? Construction Points, And A Tool You Will Love",construction_point_rule,community_guide_text,Avoid consuming green CP until your T3 sequencing is settled.,no
CL-0120,source_extracted_rule,Extracted,High,Large settlements convert yellow CP efficiently,Large settlements are the exception among Tier 2 facilities because they cost one yellow CP and generate two green CPs.,SRC-MG23,M-0004,,,Elite Dangerous Colonization Mega Guide v2.3.0,25,"How To Architect A System? Construction Points, And A Tool You Will Love",construction_point_rule,community_guide_text,Use large settlements when farming green CP efficiently.,no
CL-0121,source_extracted_rule,Extracted,High,T2/T3 CP escalation begins at construction start,"T2 and T3 port CP escalation begins as soon as construction is initiated, not when the port is completed.",SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_point_rule,community_guide_text,Do not start extra high-tier ports casually because the later ones immediately become more expensive.,no
CL-0122,source_extracted_rule,Extracted,High,Primary port is exempt from T2/T3 escalation count,The primary port does not count toward the escalating T2/T3 port cost limit.,SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_point_rule,community_guide_text,A T3 primary port effectively grants a free high-tier anchor outside later escalation math.,no
CL-0123,source_extracted_rule,Extracted,High,T1 ports are exempt from T2/T3 escalation,"Tier 1 ports are exempt from T2/T3 port CP escalation, as are installations, settlements, and hubs.",SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_point_rule,community_guide_text,Use T1 ports and non-port facilities when you need additional slots without inflating high-tier port CP costs.,no
CL-0124,source_extracted_rule,Extracted,High,First two T3 ports need at least six supporting facilities each,The guide states that the first two T3 ports each require at least six supporting facilities to generate enough green CPs.,SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_planning,community_guide_text,Budget a large support footprint before promising multiple T3 ports.,no
CL-0125,source_extracted_rule,Extracted,High,Fifth T3 port needs at least thirty supporting facilities,The guide states that a fifth T3 port requires at least thirty supporting facilities before it can be constructed.,SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_planning,community_guide_text,Treat very high port-count systems as support-facility-heavy capital builds.,no
CL-0126,source_extracted_rule,Extracted,High,Build T3 ports before T2 ports,The guide recommends building T3 ports before T2 ports because T3 cost escalates by 6 each step while T2 cost escalates by 2.,SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_sequence,community_guide_text,Sequence T3 ports first in any ambitious build plan.,no
CL-0127,source_extracted_rule,Extracted,High,T1 civilian planetary port is the only exempt large-pad colony facility,The Tier 1 civilian planetary port is described as the only large-pad colony-type facility exempt from the T2/T3 port escalation mechanic.,SRC-MG23,M-0005; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,port_selection,community_guide_text,Use T1 civilian ports as escalation-safe large-pad anchors when appropriate.,no
CL-0128,source_extracted_rule,Extracted,High,Maximum concurrent builds is five,A system can have up to five facilities under construction at the same time.,SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,29,How To Effectively Plan For System Construction,construction_constraint,community_guide_text,Schedule construction waves in batches of five or fewer.,no
CL-0129,source_extracted_rule,Extracted,Medium,Medium settlements often dominate small settlements,The guide recommends caution with small settlements because medium settlements cost only modestly more but usually provide better benefits.,SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,29,How To Effectively Plan For System Construction,construction_efficiency,community_guide_text,Prefer medium settlements unless slot pressure or prerequisite routing specifically favors small ones.,yes
CL-0130,source_extracted_rule,Extracted,High,Top two economies no longer cannibalize each other’s supply,Patch 4.2.0.1 changed markets so that goods produced by the top two economies are no longer consumed by ports or settlements linked to that economy.,SRC-MG23,M-0010,,,Elite Dangerous Colonization Mega Guide v2.3.0,29,How To Effectively Plan For System Construction,economy_protection,community_guide_text,Plan around one or two primary economies rather than broad multi-economy mixtures.,no
CL-0131,source_extracted_rule,Extracted,High,Third and lower economies still create cannibalization pressure,The guide recommends minimizing influences from third-and-lower economies because they still introduce demand and supply cannibalization.,SRC-MG23,M-0010,,,Elite Dangerous Colonization Mega Guide v2.3.0,29,How To Effectively Plan For System Construction,economy_cannibalization,community_guide_text,Treat third-and-lower economies as deliberate tradeoffs rather than harmless extras.,no
CL-0132,source_extracted_rule,Extracted,High,Contraband strong links require orbital facilities,"Contraband market strong links can only be created using orbital facilities, specifically pirate bases.",SRC-MG23,M-0006; M-0010,,,Elite Dangerous Colonization Mega Guide v2.3.0,33,The Value Of Space Versus Ground Slots,market_exclusivity,community_guide_text,Reserve orbital slots if contraband shaping matters.,no
CL-0133,source_extracted_rule,Extracted,Medium,Insulating Membranes are orbital-only,The guide names Insulating Membranes as a commodity restricted to orbital starports.,SRC-MG23,M-0010,,,Elite Dangerous Colonization Mega Guide v2.3.0,33,The Value Of Space Versus Ground Slots,commodity_location_rule,community_guide_text,A pure-ground system cannot cover all refinery-adjacent build materials.,yes
CL-0134,source_extracted_rule,Extracted,Medium,CMM Composites are planetary-only,The guide names CMM Composites as a commodity restricted to planetary sites.,SRC-MG23,M-0010,,,Elite Dangerous Colonization Mega Guide v2.3.0,33,The Value Of Space Versus Ground Slots,commodity_location_rule,community_guide_text,A pure-orbital system cannot cover all construction materials.,yes
CL-0135,source_extracted_rule,Extracted,High,Refinery specialization requires the ground-only Refinery Hub,The guide states that refinery markets can only be specialized using the ground-exclusive Refinery Hub.,SRC-MG23,M-0006; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,33,The Value Of Space Versus Ground Slots,prerequisite_rule,community_guide_text,Any serious refinery plan needs suitable ground slots.,no
CL-0136,source_extracted_rule,Extracted,High,Only T2/T3 orbital ports change interiors,"Only Coriolis, Ocellus, and Orbis ports can change interiors based on economy.",SRC-MG23,M-0005,,,Elite Dangerous Colonization Mega Guide v2.3.0,36,Station Interiors,port_rule,community_guide_text,Do not expect interior feedback from outposts or planetary ports.,no
CL-0137,source_extracted_rule,Extracted,High,Station interiors update weekly,Port interiors update only on weekly maintenance.,SRC-MG23,M-0005,,,Elite Dangerous Colonization Mega Guide v2.3.0,36,Station Interiors,port_rule,community_guide_text,Do not use immediate interior appearance as real-time confirmation after a build change.,no
CL-0138,source_extracted_rule,Extracted,Medium,Interior economy uses the highest proportion with alphabetical tie-break,"When multiple economies are tied, station interiors use the first economy in alphabetical order.",SRC-MG23,M-0010,,,Elite Dangerous Colonization Mega Guide v2.3.0,36,Station Interiors,economy_tiebreak,community_guide_text,Alphabetical ties can mislead if you infer market dominance from visuals alone.,yes
CL-0139,source_extracted_rule,Extracted,Medium,Specialised orbital ports have baseline values 0.5 or 1.0,Specialised ports are assigned a baseline economic strength of 0.5 for scientific and industrial ground ports or 1.0 for several orbital specialised variants.,SRC-MG23,M-0005; M-0007,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,specialised_port_rule,community_guide_text,Model specialised ports with their fixed baseline before adding links.,yes
CL-0140,source_extracted_rule,Extracted,High,Specialised ports ignore local body inheritable economy,Specialised ports are not affected by the local body's base inheritable economy.,SRC-MG23,M-0005; M-0007,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,specialised_port_rule,community_guide_text,Do not choose a body for a specialised port expecting body inheritance to rescue it.,no
CL-0141,source_extracted_rule,Extracted,High,Specialised ports ignore local body economy modifiers,"Specialised ports are not affected by local-body inheritable economy modifiers such as rings, biologicals, or geologicals.",SRC-MG23,M-0005; M-0007,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,specialised_port_rule,community_guide_text,"Keep rings, organics, and geologicals out of specialised-port body projections.",no
CL-0142,source_extracted_rule,Extracted,High,Colony-type ports replace economy from body plus modifiers,Colony-type ports replace their economy with the combination of local-body base inheritable economy and applicable inheritable modifiers.,SRC-MG23,M-0007; M-0008,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,colony_port_rule,community_guide_text,Treat colony-type ports as body-driven before link effects.,no
CL-0143,source_extracted_rule,Extracted,Medium,Local inheritable modifiers do not stack,The guide states that local-body inheritable modifiers do not stack with base planet economies and do not stack with each other.,SRC-MG23,M-0008,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_modifier,community_guide_text,Do not double-count multiple inherited modifiers without direct confirmation.,yes
CL-0144,source_extracted_rule,Extracted,High,Geologicals are distinct from volcanism,"Geologicals are DSS/system-map body features and are distinct from volcanism, which instead modifies strong links.",SRC-MG23,M-0006; M-0008,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,terminology_rule,community_guide_text,Keep inheritable-economy modifiers separate from strong-link modifiers.,no
CL-0145,source_extracted_rule,Extracted,High,Strong links form only within a local body,Strong links are formed within facilities around a local body only.,SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,52,What Are Strong & Weak Links? How Are They Modified By Link Modifiers?,link_rule,community_guide_text,Use same-body facilities for deliberate market shaping.,no
CL-0146,source_extracted_rule,Extracted,Medium,Strong link base values scale by facility tier,"Strong links have base values of 0.4 for Tier 1, 0.8 for Tier 2, and 1.2 for Tier 3 before modifiers.",SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,52,What Are Strong & Weak Links? How Are They Modified By Link Modifiers?,link_rule,community_guide_text,Higher-tier support facilities are stronger economy shapers per slot.,yes
CL-0147,source_extracted_rule,Extracted,High,Weak links are always 0.05,Weak links have a fixed value of 0.05 per weak link.,SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,52,What Are Strong & Weak Links? How Are They Modified By Link Modifiers?,link_rule,community_guide_text,"Treat weak links as spillover, not equivalent substitutes for strong links.",no
CL-0148,source_extracted_rule,Extracted,High,Weak links are never modified,"Weak links are not subject to any modifier, ever.",SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,52,What Are Strong & Weak Links? How Are They Modified By Link Modifiers?,link_rule,community_guide_text,Do not apply body or system modifiers to weak-link math.,no
CL-0149,source_extracted_rule,Extracted,High,Each supporting facility forms at most one strong link,At most one strong link can form between a supporting facility and a port.,SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,link_rule,community_guide_text,Multi-port local bodies split or reroute support rather than duplicating it.,no
CL-0150,source_extracted_rule,Extracted,High,Supporting facilities without a local port form no strong links,"If there is no port in the same local body as a supporting facility, that facility forms no strong links.",SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,link_rule,community_guide_text,Orphaned facilities only contribute weak links across the system.,no
CL-0151,source_extracted_rule,Extracted,Medium,Strong-link boosts and penalties stack additively,The guide says strong-link modifiers stack additively.,SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,link_rule,community_guide_text,You can compound multiple boosted conditions when designing same-body support.,yes
CL-0152,source_extracted_rule,Extracted,Medium,Strong links cannot fall below 0.1,The guide states that strong-link strength cannot be decreased below 0.1.,SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,link_rule,community_guide_text,Penalty bodies still retain some same-body shaping power.,yes
CL-0153,source_extracted_rule,Extracted,High,Weak links reach all non-local-body ports,Every non-port facility with an economy generates weak links to all ports outside its local body.,SRC-MG23,M-0006,,,Elite Dangerous Colonization Mega Guide v2.3.0,57,Weak Links,link_rule,community_guide_text,System-wide weak spillover is unavoidable once a facility exists.,no
CL-0154,source_extracted_rule,Extracted,Medium,Multiple same-body ports are usually a bad idea,The guide's direct recommendation is that building more than one port on or around a given local body is generally a bad idea.,SRC-MG23,M-0006; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,58,Special Case: Port-to-Port Strong Links,routing_warning,community_guide_text,Default to one-port-per-body unless you are deliberately exploiting a niche routing behavior.,yes
CL-0155,source_extracted_rule,Extracted,High,Highest-tier or earliest-built port wins port-to-port strong-link priority,"When multiple ports are present, the highest-tier port is linked to; if same tier, the first-built port is selected.",SRC-MG23,M-0006; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,58,Special Case: Port-to-Port Strong Links,routing_rule,community_guide_text,Build order matters when nesting ports around the same body.,no
CL-0156,source_extracted_rule,Extracted,Medium,Planetary facilities route strong links through the planetary port first,"If both planetary and space ports are present, planetary facilities strong-link to the planetary port, which then passes those links to the orbital port following the same priority rules.",SRC-MG23,M-0006; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,58,Special Case: Port-to-Port Strong Links,routing_rule,community_guide_text,Nested surface-orbital pairs can reroute support in non-obvious ways.,yes
CL-0157,source_extracted_rule,Extracted,Medium,Planetary port may pass inherent economy upward to orbital port,"The guide says planetary ports currently appear to pass the planet's inherent economy upward to spaceports above them, and warns this is likely a bug.",SRC-MG23,M-0006; M-0013,,,Elite Dangerous Colonization Mega Guide v2.3.0,58,Special Case: Port-to-Port Strong Links,routing_bug,community_guide_text,Do not build around this behavior unless you are prepared for it to be fixed.,yes
CL-0158,source_extracted_rule,Extracted,High,Lower-tier or later-built same-body ports convert to supporting facilities,"When multiple ports exist in a local body, lower-tier or later-built same-tier ports convert to supporting facilities.",SRC-MG23,M-0006; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,59,Special Case: When Ports Convert To Being Supporting Facilities,routing_rule,community_guide_text,Nested-port designs create support facilities rather than multiple independent destinations.,no
CL-0159,source_extracted_rule,Extracted,Medium,Converted ports emit weak links and are shielded from incoming weak links,"Converted ports form strong links with the local main port, emit weak links outward, and are shielded from incoming weak links from the rest of the system.",SRC-MG23,M-0006; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,59,Special Case: When Ports Convert To Being Supporting Facilities,routing_rule,community_guide_text,Use converted ports for protected mission or economy niches when necessary.,yes
CL-0160,source_extracted_rule,Extracted,High,Anarchy systems hard-lock security at none,"For anarchy factions, the security slider is hard-locked at none.",SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,61,Security,system_stat_rule,community_guide_text,Do not attempt to engineer high security in anarchy systems.,no
CL-0161,source_extracted_rule,Extracted,High,Low security enables Interstellar Factors,Low security makes an Interstellar Factors contact appear at local stations.,SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,61,Security,service_activation,community_guide_text,Low-security builds can deliberately enable Interstellar Factors.,no
CL-0162,source_extracted_rule,Extracted,Medium,Wealth effect is still unknown,The guide explicitly states that it does not know what wealth affects.,SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,62,Wealth,unknown,community_guide_text,Treat wealth as a tracked but presently weakly explained stat.,yes
CL-0163,source_extracted_rule,Extracted,Medium,Standard of living effect is still unknown,The guide explicitly states that it does not know how standard of living affects the system.,SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,62,Standard of Living,unknown,community_guide_text,Do not overfit planner recommendations to standard-of-living values yet.,yes
CL-0164,source_extracted_rule,Extracted,High,Tech level 35 enables shipyards,Technology Level 35 is the minimum for shipyards to come online.,SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,62,Technology Level,service_activation,community_guide_text,Track TL35 as the shipyard threshold.,no
CL-0165,source_extracted_rule,Extracted,High,Tier 2 and Tier 3 ports grant Tech Level 35 immediately,Building a Tier 2 or Tier 3 port immediately grants Tech Level 35.,SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,62,Technology Level,service_activation,community_guide_text,Do not spend extra slots chasing TL35 if a T2/T3 port already solves it.,no
CL-0166,source_extracted_rule,Extracted,High,Tier 1 space outposts cannot have shipyards,"Tier 1 space outposts cannot have shipyards, period.",SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,62,Technology Level,service_activation,community_guide_text,Do not recommend shipyard-dependent roles to T1 space outposts.,no
CL-0167,source_extracted_rule,Extracted,Medium,Development level affects commodity volumes and soft caps around 20,Development level 0-20 affects the volume of available and demanded commodities and appears to soft-cap at 20.,SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,62,Development Level,market_volume_rule,community_guide_text,Track development level when estimating supply and demand growth.,yes
